record_id,owner_name,guardian_name,state,district,tehsil,village,khasra_number,plot_number,land_use_type,land_area_sq_m,survey_year,latitude,longitude,document_id,upload_timestamp,Hash,QR_Image
90,Sneha Dubey,Ravi Shukla,Uttar Pradesh,Kanpur,Phulpur,Rampur,6245,668/1,Residential,3034,2024,27.418776,80.321076,LANDDOC-10090,2026-03-14 11:37:43,82d9ca9e99650925fbe82598d535a20b2f27b0a7a85e773d62c78819f8b6db4e,qr_codes\qr_90.png
91,Neha Gupta,Priya Singh,Uttar Pradesh,Sitapur,Sadar,Rampur,1523,138/1,Agricultural,1145,2019,26.11141,79.815744,LANDDOC-10091,2026-03-14 11:37:43,6ab65c33fdba842fd7c389a911b36271a53cecfb2c603050f988ad98080ba54a,qr_codes\qr_91.png
92,Rohit Mishra,Ravi Shukla,Uttar Pradesh,Sitapur,Phulpur,Shivpur,1686,511/9,Residential,4675,2018,25.775096,81.435493,LANDDOC-10092,2026-03-14 11:37:43,ace1a832e366cc6490367bb03fe4a953e517cbc05fcd5fafe952a7f58c70365e,qr_codes\qr_92.png
93,Nidhi Saxena,Sneha Dubey,Uttar Pradesh,Prayagraj,Malihabad,Kalyanpur,5935,729/3,Residential,4961,2019,26.455449,80.1066,LANDDOC-10093,2026-03-14 11:37:43,372c0d2f3829dfdc0d15280588a4269ff2507f747f40241334c80fe2f215e334,qr_codes\qr_93.png
94,Arjun Singh,Sneha Dubey,Uttar Pradesh,Varanasi,Phulpur,Kalyanpur,6952,673/9,Agricultural,3476,2022,26.840189,80.915171,LANDDOC-10094,2026-03-14 11:37:43,6b52366e93bce5c613cc35b3524a44cc612e3348efd92313ad45747a78648468,qr_codes\qr_94.png
95,Nidhi Saxena,Vikas Pandey,Uttar Pradesh,Lucknow,Phulpur,Kalyanpur,5195,865/7,Commercial,4329,2018,26.055809,80.736185,LANDDOC-10095,2026-03-14 11:37:43,24a4774ce2f6b2a15aa09a40a7adff12066703b2ce62ceec1a9a5150567cdb5c,qr_codes\qr_95.png
96,Pooja Yadav,Pooja Yadav,Uttar Pradesh,Kanpur,Bikapur,Lakshmipur,5209,436/8,Commercial,4057,2024,27.320486,80.545807,LANDDOC-10096,2026-03-14 11:37:43,d25a40ef5c9629fe703f59cf12e69d99628477a48d40801dd124658084e49519,qr_codes\qr_96.png
97,Rahul Verma,Ankit Tiwari,Uttar Pradesh,Varanasi,Sadar,Basantpur,5144,369/2,Residential,3521,2015,26.659551,80.606348,LANDDOC-10097,2026-03-14 11:37:43,25096338b176ab1f1ed5fffe6a15b502efc392bdb4ab466fe9b25dc1bc249764,qr_codes\qr_97.png
98,Rohit Mishra,Nidhi Saxena,Uttar Pradesh,Kanpur,Bikapur,Rampur,1670,245/5,Commercial,3652,2022,26.340821,80.594829,LANDDOC-10098,2026-03-14 11:37:43,9e3536bdd3508ac780c76eee5d7f7752d0426b727a5d9567d183210574b03aab,qr_codes\qr_98.png
99,Rahul Verma,Amit Sharma,Uttar Pradesh,Kanpur,Bikapur,Basantpur,5853,862/5,Agricultural,2361,2018,26.683525,81.18319,LANDDOC-10099,2026-03-14 11:37:43,fca29d17d46433ab830d5d117584422e191da30a24c9d6f37534f29b64dc973d,qr_codes\qr_99.png
100,Rohit Mishra,Ravi Shukla,Uttar Pradesh,Gorakhpur,Bikapur,Rampur,1198,736/7,Residential,1141,2024,25.884318,82.229488,LANDDOC-10100,2026-03-14 11:37:43,2959cfbf38673a7e0162ea93be4cdfdf0ee54ce2f7138e98814f45372d346a2d,qr_codes\qr_100.png
101,Nidhi Saxena,Anjali Srivastava,Uttar Pradesh,Varanasi,Sadar,Lakshmipur,8773,732/6,Commercial,2406,2017,25.973621,80.145774,LANDDOC-10101,2026-03-14 11:37:43,728e03bd12d3874146c93c1d06bdf5651393002f17668f5950efb56f16429117,qr_codes\qr_101.png
102,Vikas Pandey,Anjali Srivastava,Uttar Pradesh,Lucknow,Meja,Kalyanpur,7305,370/7,Agricultural,3258,2015,26.748164,80.748241,LANDDOC-10102,2026-03-14 11:37:43,e34c4636da1a4657b6194e45aefa3091fa6f38dd3b080979bfbc59f5d99d2592,qr_codes\qr_102.png
103,Ravi Shukla,Ravi Shukla,Uttar Pradesh,Kanpur,Phulpur,Rampur,9505,509/6,Agricultural,1991,2021,27.45269,82.185265,LANDDOC-10103,2026-03-14 11:37:43,4b3e611927bf438da1df2b531baad2a0a6847e7ca693a5ae3253da19b7ba55d0,qr_codes\qr_103.png
104,Saurabh Jain,Sneha Dubey,Uttar Pradesh,Lucknow,Phulpur,Madhopur,2474,353/3,Agricultural,3317,2020,26.657696,79.82916,LANDDOC-10104,2026-03-14 11:37:43,d328cc249a004a0b87c34a9e8f533ad6029ecb3e481984b3383b24bf9c303aca,qr_codes\qr_104.png
105,Rahul Verma,Arjun Singh,Uttar Pradesh,Kanpur,Malihabad,Madhopur,8255,360/9,Residential,2056,2019,26.733681,81.219258,LANDDOC-10105,2026-03-14 11:37:43,7c36310a3112e8aff84dbfac6b3daa33f968ec3d04439804089e87cb1e9490e6,qr_codes\qr_105.png
106,Priya Singh,Saurabh Jain,Uttar Pradesh,Barabanki,Sadar,Madhopur,1859,311/9,Commercial,2419,2022,26.125571,81.755192,LANDDOC-10106,2026-03-14 11:37:43,52f3c7e2fec64cba672a5dabcbf70ba6a8f9810e9c9bda25a5d3181167c31fc2,qr_codes\qr_106.png
107,Saurabh Jain,Saurabh Jain,Uttar Pradesh,Varanasi,Meja,Madhopur,4101,982/1,Agricultural,212,2023,25.835516,82.259233,LANDDOC-10107,2026-03-14 11:37:43,430666c3878037419629b3c956d8c6f77c1dbec0486cef18d28b894a7e0ed5c3,qr_codes\qr_107.png
108,Rahul Verma,Rohit Mishra,Uttar Pradesh,Prayagraj,Bikapur,Lakshmipur,3743,183/6,Commercial,797,2023,27.101421,80.708883,LANDDOC-10108,2026-03-14 11:37:43,ef084082ea4a4de23bdb724d30f49401679acb90823e70f4f4a25088150eaabf,qr_codes\qr_108.png
109,Rohit Mishra,Pooja Yadav,Uttar Pradesh,Gorakhpur,Malihabad,Kalyanpur,2035,973/4,Commercial,2771,2020,27.280128,81.609102,LANDDOC-10109,2026-03-14 11:37:43,9cb074a4533b15b64b8922634be9235347afc5b0a96af281b5b282f42f7640ed,qr_codes\qr_109.png
110,Nidhi Saxena,Rahul Verma,Uttar Pradesh,Varanasi,Bikapur,Kalyanpur,8954,388/4,Agricultural,2463,2020,26.093535,81.384801,LANDDOC-10110,2026-03-14 11:37:43,24e17ab3e4540bba66e2411e2a51e3f50fa8c75e6358e106492573a33119e01a,qr_codes\qr_110.png
111,Ankit Tiwari,Rohit Mishra,Uttar Pradesh,Lucknow,Meja,Kalyanpur,8275,619/2,Commercial,3323,2016,27.100155,79.949168,LANDDOC-10111,2026-03-14 11:37:43,bc000dd54ac2c867cd2a94a4a25bccb1db821d0df1c51ecf2a84ae519130134e,qr_codes\qr_111.png
112,Rohit Mishra,Pooja Yadav,Uttar Pradesh,Barabanki,Meja,Basantpur,3405,236/8,Commercial,4761,2015,26.559821,82.324371,LANDDOC-10112,2026-03-14 11:37:43,07c757d4b61963f0c59cb0a02ca3748f4744c0d0f459f77c12cb46c6e661d830,qr_codes\qr_112.png
113,Ankit Tiwari,Nidhi Saxena,Uttar Pradesh,Sitapur,Malihabad,Shivpur,1318,645/8,Commercial,4622,2021,26.572988,81.562561,LANDDOC-10113,2026-03-14 11:37:43,851f80cdd57da469df1565cadc4a1c9c27b11848b1b76d2d1c2d70c7d2fa16c6,qr_codes\qr_113.png
114,Nidhi Saxena,Arjun Singh,Uttar Pradesh,Barabanki,Sadar,Lakshmipur,7591,636/8,Residential,1536,2023,26.024831,79.580983,LANDDOC-10114,2026-03-14 11:37:43,29419cb1e82a33d2192c80a1172e6ca3cd1172272874b4125c397429e08fa44a,qr_codes\qr_114.png
115,Sneha Dubey,Amit Sharma,Uttar Pradesh,Sitapur,Phulpur,Rampur,8025,294/1,Commercial,3375,2018,26.165304,82.428286,LANDDOC-10115,2026-03-14 11:37:43,3ad516c9d7ac06196c9e509b86d833eeb665839391a90c6cbd5a4a07b591efc2,qr_codes\qr_115.png
116,Priya Singh,Saurabh Jain,Uttar Pradesh,Varanasi,Meja,Basantpur,8072,768/9,Residential,4128,2016,25.656495,80.629246,LANDDOC-10116,2026-03-14 11:37:43,8e1312b7c3bef62412b8ac78708adc8a8b0dd1587297260dfd811d65dd330093,qr_codes\qr_116.png
117,Rohit Mishra,Rohit Mishra,Uttar Pradesh,Varanasi,Malihabad,Madhopur,8045,111/6,Agricultural,566,2019,26.437803,80.973813,LANDDOC-10117,2026-03-14 11:37:43,d14d97a5ec43edc8819ff8c677d3ce57ab2abc537c8484f46a44a06eae8824ea,qr_codes\qr_117.png
118,Vikas Pandey,Anjali Srivastava,Uttar Pradesh,Varanasi,Malihabad,Madhopur,2112,737/1,Agricultural,456,2023,26.791945,80.734437,LANDDOC-10118,2026-03-14 11:37:43,89ab6b75570755a6cf7d61fddc0c48301016a1da31cbc9542656ab29215fb393,qr_codes\qr_118.png
119,Sneha Dubey,Neha Gupta,Uttar Pradesh,Gorakhpur,Malihabad,Rampur,8924,417/5,Agricultural,1429,2024,27.102312,79.65164,LANDDOC-10119,2026-03-14 11:37:43,ea7d0151e0d606d23b83547bb276bf644b0b56a889052bfda4d70b6bcf2347a4,qr_codes\qr_119.png
120,Ravi Shukla,Ravi Shukla,Uttar Pradesh,Lucknow,Sadar,Rampur,7802,681/8,Commercial,850,2022,27.35938,79.672826,LANDDOC-10120,2026-03-14 11:37:43,0eebe4c890b8a6c6c661eddfe96a86d8a20489df7e96656dcc48c9ac176bb2bd,qr_codes\qr_120.png
121,Saurabh Jain,Ankit Tiwari,Uttar Pradesh,Varanasi,Sadar,Shivpur,9595,917/4,Residential,3643,2023,26.710084,80.512296,LANDDOC-10121,2026-03-14 11:37:43,868d72aab8b965a84346cfd8c84c7bc276a0efbe7a0fef4546aa7249295670a0,qr_codes\qr_121.png
122,Rohit Mishra,Rahul Verma,Uttar Pradesh,Gorakhpur,Meja,Rampur,1290,488/1,Residential,4762,2024,26.016974,79.73641,LANDDOC-10122,2026-03-14 11:37:43,c186e4fd4ccf0d431ee79c1a57931a63f91ab0300f0a49b6a38296bd148c66b6,qr_codes\qr_122.png
123,Rohit Mishra,Sneha Dubey,Uttar Pradesh,Lucknow,Meja,Madhopur,6564,599/7,Residential,3774,2021,26.565911,80.427662,LANDDOC-10123,2026-03-14 11:37:43,d0e640bf4d39518956f78cdbd8c69c4c7f022dc5f525e4eb3a4089a47adeb5b6,qr_codes\qr_123.png
124,Saurabh Jain,Sneha Dubey,Uttar Pradesh,Gorakhpur,Meja,Shivpur,4755,702/5,Commercial,1207,2019,27.016711,80.287983,LANDDOC-10124,2026-03-14 11:37:43,e6f8b23ba91e481a29c04c1bd5a25d19e852990e975d092b8668f9ad37851b72,qr_codes\qr_124.png
125,Priya Singh,Anjali Srivastava,Uttar Pradesh,Barabanki,Bikapur,Kalyanpur,7302,858/8,Residential,3975,2020,26.309624,81.25833,LANDDOC-10125,2026-03-14 11:37:43,cc7810cbc02dd75daaa563d8f9917c2a13e6670f700d07f0ac36ad0253ef9edf,qr_codes\qr_125.png
126,Nidhi Saxena,Sneha Dubey,Uttar Pradesh,Varanasi,Phulpur,Shivpur,3343,715/6,Commercial,2729,2023,26.909209,80.793553,LANDDOC-10126,2026-03-14 11:37:43,da9bd7aee630da57155e35b1798a73a4ac5bf8a0d9c1c2dcf83e16a1aedc7e8d,qr_codes\qr_126.png
127,Amit Sharma,Ankit Tiwari,Uttar Pradesh,Sitapur,Sadar,Shivpur,4009,333/1,Residential,2616,2022,25.703775,81.229524,LANDDOC-10127,2026-03-14 11:37:43,a9ee1409ecc8e26a1cd2b3f6ad29bacc174dbdd50e48140cdec730d69cccf454,qr_codes\qr_127.png
128,Amit Sharma,Amit Sharma,Uttar Pradesh,Barabanki,Malihabad,Madhopur,5639,954/9,Residential,4941,2016,26.310915,81.210359,LANDDOC-10128,2026-03-14 11:37:43,c3656016cce92096161d30ea25475c56282034284340130ea3c8dd97bd31606a,qr_codes\qr_128.png
129,Priya Singh,Nidhi Saxena,Uttar Pradesh,Lucknow,Sadar,Shivpur,2467,704/3,Residential,381,2022,25.621353,80.918876,LANDDOC-10129,2026-03-14 11:37:43,67f4d97fa6eeb0bfd1ca237ce514e4bb937adbfb67d20b166ec54af8dbb206c2,qr_codes\qr_129.png
130,Ravi Shukla,Nidhi Saxena,Uttar Pradesh,Sitapur,Meja,Kalyanpur,5392,318/4,Residential,4927,2023,26.937898,79.965383,LANDDOC-10130,2026-03-14 11:37:43,4a22289d5cc24ce5a597af8453d88540958c167df6e32c43242b65e40c8dbb7c,qr_codes\qr_130.png
131,Rahul Verma,Amit Sharma,Uttar Pradesh,Barabanki,Sadar,Basantpur,1021,113/3,Residential,2701,2017,26.51952,81.90659,LANDDOC-10131,2026-03-14 11:37:43,b4c29460da5bc10f2fd1f75885c6e772906645161c8b7d1a1edeabd0e3cb32d9,qr_codes\qr_131.png
132,Vikas Pandey,Ravi Shukla,Uttar Pradesh,Barabanki,Phulpur,Lakshmipur,1705,317/1,Residential,2744,2022,25.848786,79.751009,LANDDOC-10132,2026-03-14 11:37:43,3188a8db17288a4482298e3aa3575fbb132e61e5352d7e3101bf6b60f9b8cf75,qr_codes\qr_132.png
133,Anjali Srivastava,Arjun Singh,Uttar Pradesh,Sitapur,Phulpur,Shivpur,8466,579/9,Residential,1861,2018,27.055589,82.306371,LANDDOC-10133,2026-03-14 11:37:43,ca39726366db0d8b50701239504d5abc63140715e80e745751a2bc02abcb17f7,qr_codes\qr_133.png
134,Pooja Yadav,Nidhi Saxena,Uttar Pradesh,Sitapur,Malihabad,Rampur,5479,416/3,Residential,1508,2021,25.889482,80.649949,LANDDOC-10134,2026-03-14 11:37:43,1a90e9cd9d919b63de9c6071b92d0747622542c62498ee063e118800d73333ca,qr_codes\qr_134.png
135,Nidhi Saxena,Rahul Verma,Uttar Pradesh,Lucknow,Bikapur,Shivpur,4627,903/6,Agricultural,1675,2016,25.848532,81.104388,LANDDOC-10135,2026-03-14 11:37:43,e99db01f3a16129bfe549cedaca7ac977133b3215fd1bddd05b22392701066af,qr_codes\qr_135.png
136,Rohit Mishra,Rahul Verma,Uttar Pradesh,Prayagraj,Meja,Rampur,1242,256/7,Commercial,2544,2024,27.076129,82.170749,LANDDOC-10136,2026-03-14 11:37:43,b6af0504a30c336b081fcd1fa1fb00112b93343f98d0e244db6094887b1fdea9,qr_codes\qr_136.png
137,Rahul Verma,Nidhi Saxena,Uttar Pradesh,Sitapur,Malihabad,Shivpur,1724,123/8,Residential,2813,2023,27.261845,81.719547,LANDDOC-10137,2026-03-14 11:37:43,254b4fa02be01d2dfbfd26498da83a4ecfb1215b82f6fa265669205efc16be9f,qr_codes\qr_137.png
138,Neha Gupta,Ravi Shukla,Uttar Pradesh,Barabanki,Bikapur,Madhopur,8304,109/6,Residential,4300,2024,26.565349,80.18583,LANDDOC-10138,2026-03-14 11:37:43,5aaf80cb35193f4140852a4caad8905a130a97bcc5ef65d3d15ac933614fa963,qr_codes\qr_138.png
139,Saurabh Jain,Rohit Mishra,Uttar Pradesh,Sitapur,Phulpur,Basantpur,2282,620/9,Agricultural,2993,2015,25.917836,81.277423,LANDDOC-10139,2026-03-14 11:37:43,55a3767f8f66b8df6e7c1841131d7e0f3844f1eadd15b94e757bb2f9bef94d59,qr_codes\qr_139.png
140,Anjali Srivastava,Neha Gupta,Uttar Pradesh,Lucknow,Bikapur,Madhopur,6222,270/8,Agricultural,3172,2016,26.80055,82.088188,LANDDOC-10140,2026-03-14 11:37:43,1b26048698f1da671e55f59fdb1d23750e065b62cd5ebc0cb7db58a1f02895da,qr_codes\qr_140.png
141,Priya Singh,Anjali Srivastava,Uttar Pradesh,Lucknow,Malihabad,Kalyanpur,3732,756/7,Agricultural,4947,2019,26.768645,82.421472,LANDDOC-10141,2026-03-14 11:37:43,32b4e8f98641ed4ec702bdbc35c5f235f0d82cfd3366d2915e25f90f15dae983,qr_codes\qr_141.png
142,Pooja Yadav,Priya Singh,Uttar Pradesh,Lucknow,Bikapur,Rampur,2009,887/8,Residential,4481,2020,27.26019,82.340914,LANDDOC-10142,2026-03-14 11:37:43,78cff51a9e5a0e25d58ae0b3a13b216b8b1c9d3ba146cc910ed19b176ab0e499,qr_codes\qr_142.png
143,Vikas Pandey,Saurabh Jain,Uttar Pradesh,Kanpur,Malihabad,Basantpur,2761,656/3,Commercial,4807,2022,26.191993,81.130075,LANDDOC-10143,2026-03-14 11:37:43,ddc4a484dcbbccfb537d3f1a7ee42f66056d86081cbce5c6cd1d3dbf7a6a897c,qr_codes\qr_143.png
144,Amit Sharma,Priya Singh,Uttar Pradesh,Barabanki,Sadar,Madhopur,4104,449/7,Commercial,447,2023,27.294696,81.964715,LANDDOC-10144,2026-03-14 11:37:43,6f624cbcda45199af6e170c0494cfc43a3c5f9b51694e2f40cd052a4a77a1dc8,qr_codes\qr_144.png
145,Sneha Dubey,Anjali Srivastava,Uttar Pradesh,Barabanki,Meja,Madhopur,1055,213/2,Agricultural,450,2024,26.299067,81.722005,LANDDOC-10145,2026-03-14 11:37:43,b5ab5bf73d837605f5a14018521dcae4c866cc56d0b8e0029d735c0ed29760fd,qr_codes\qr_145.png
146,Arjun Singh,Ravi Shukla,Uttar Pradesh,Sitapur,Meja,Basantpur,9443,797/8,Commercial,1001,2018,26.030699,82.390871,LANDDOC-10146,2026-03-14 11:37:43,b611ccc851bbc82ef5d3d29ebff85892f39fa1703857c22c8c866f5a8b99da4d,qr_codes\qr_146.png
147,Arjun Singh,Nidhi Saxena,Uttar Pradesh,Sitapur,Meja,Madhopur,9514,464/1,Commercial,3451,2023,25.764715,80.409616,LANDDOC-10147,2026-03-14 11:37:43,36c23adeb03a61e735d3983f505fed1225a3cc59e0535370eb2a07571d8994a0,qr_codes\qr_147.png
148,Neha Gupta,Rahul Verma,Uttar Pradesh,Prayagraj,Bikapur,Rampur,9291,187/2,Residential,320,2017,26.392923,79.572254,LANDDOC-10148,2026-03-14 11:37:43,3e8dd51fb2dad2e9c1bf8e7998a8c64801a185eba784c33ac4d9c539ffb5b236,qr_codes\qr_148.png
149,Rahul Verma,Nidhi Saxena,Uttar Pradesh,Lucknow,Bikapur,Kalyanpur,6121,784/5,Commercial,291,2016,25.702195,80.592151,LANDDOC-10149,2026-03-14 11:37:43,a726baa62d348b7d077d632d1e96c078928b4d423302deb8116856eb7ea2156f,qr_codes\qr_149.png
150,Pooja Yadav,Neha Gupta,Uttar Pradesh,Varanasi,Meja,Rampur,6551,583/9,Commercial,3266,2017,27.342822,79.819664,LANDDOC-10150,2026-03-14 11:37:43,e142a7b6b21cc5761feb6edb39dc503f326dc3829b13d4e472d3a52e53c7c44d,qr_codes\qr_150.png
151,Ravi Shukla,Priya Singh,Uttar Pradesh,Sitapur,Sadar,Madhopur,2242,177/9,Commercial,1894,2024,26.886121,80.712206,LANDDOC-10151,2026-03-14 11:37:43,6d92022ddb6bf8ee9dbdaa0fec0aa014ea6b6e72f5017aee28df4321ed9ff3a1,qr_codes\qr_151.png
152,Amit Sharma,Rahul Verma,Uttar Pradesh,Barabanki,Malihabad,Lakshmipur,8351,288/1,Commercial,4607,2020,26.561289,81.102336,LANDDOC-10152,2026-03-14 11:37:43,1b3d347b5af439378949a7f8a71d967972083302b797ba59dba4cfa29415bd7e,qr_codes\qr_152.png
153,Deepak Yadav,Anjali Srivastava,Uttar Pradesh,Lucknow,Phulpur,Lakshmipur,8753,785/4,Agricultural,3506,2015,26.80667,82.006561,LANDDOC-10153,2026-03-14 11:37:43,ac1706b820c438770ac78710ec06a8624806f563a9b24989ee884a1d9bbc2b8b,qr_codes\qr_153.png
154,Arjun Singh,Anjali Srivastava,Uttar Pradesh,Varanasi,Malihabad,Madhopur,9302,440/5,Commercial,4649,2019,26.433137,81.632329,LANDDOC-10154,2026-03-14 11:37:43,0e4e66c369bee70185f4c062df3d5f4471225ee6d0b24f5f56baa00c8156e578,qr_codes\qr_154.png
155,Pooja Yadav,Saurabh Jain,Uttar Pradesh,Sitapur,Sadar,Lakshmipur,8083,694/6,Commercial,3817,2021,26.570847,81.21848,LANDDOC-10155,2026-03-14 11:37:43,34268748607e167707b7c799d29903a95111aee1e8cec481c90053843dbbff95,qr_codes\qr_155.png
156,Ravi Shukla,Anjali Srivastava,Uttar Pradesh,Sitapur,Meja,Shivpur,7437,923/2,Agricultural,3918,2015,27.434177,81.224321,LANDDOC-10156,2026-03-14 11:37:43,39c231defccc122bbc244f26b0adf1be21bce8f9c2fefaa296ac10a4a0848ba8,qr_codes\qr_156.png
157,Anjali Srivastava,Anjali Srivastava,Uttar Pradesh,Sitapur,Meja,Lakshmipur,4855,755/2,Residential,4793,2020,26.664392,80.700121,LANDDOC-10157,2026-03-14 11:37:43,bc890720b55cdaabbab586d3d7148b7f48b07bcf1d6990c03cef8bcbb31ced02,qr_codes\qr_157.png
158,Amit Sharma,Sneha Dubey,Uttar Pradesh,Varanasi,Sadar,Rampur,6233,712/7,Commercial,2185,2023,25.805091,82.250476,LANDDOC-10158,2026-03-14 11:37:43,3d83f5e6b663d92f1f8fcc94b22421f7bc6b3076f8abd809eb99565039edac66,qr_codes\qr_158.png
159,Deepak Yadav,Ankit Tiwari,Uttar Pradesh,Barabanki,Malihabad,Kalyanpur,9403,854/8,Commercial,4485,2016,26.688442,82.190034,LANDDOC-10159,2026-03-14 11:37:43,ea0723118e120169b6c57615a147f7f132a10e0e29f5277fb6f3d123649208e9,qr_codes\qr_159.png
160,Priya Singh,Ankit Tiwari,Uttar Pradesh,Prayagraj,Malihabad,Kalyanpur,8628,302/4,Commercial,3130,2020,27.297756,81.24412,LANDDOC-10160,2026-03-14 11:37:43,2782e5f88b3547c73b349be241ac0a413af79b50ffa828d47305017ec82fe08d,qr_codes\qr_160.png
161,Anjali Srivastava,Rahul Verma,Uttar Pradesh,Lucknow,Bikapur,Shivpur,9516,261/3,Residential,4325,2024,25.54514,82.01346,LANDDOC-10161,2026-03-14 11:37:43,52e8aabe998e0be7ffd2166b75fb0ca0bffab8911bef92d637a0567ac4a00b82,qr_codes\qr_161.png
162,Ankit Tiwari,Priya Singh,Uttar Pradesh,Prayagraj,Malihabad,Basantpur,4781,586/7,Agricultural,2220,2017,25.848901,81.190144,LANDDOC-10162,2026-03-14 11:37:43,c1474476873ac52ac4a30f8e12877c1876c3b97e1aeb21bdcb770d95088fae51,qr_codes\qr_162.png
163,Sneha Dubey,Deepak Yadav,Uttar Pradesh,Lucknow,Meja,Shivpur,4678,261/6,Commercial,323,2017,26.787104,81.853071,LANDDOC-10163,2026-03-14 11:37:43,381c4cd266169d969f2ff3de34809dc7aa884502f859edd8c39479549ae6cf90,qr_codes\qr_163.png
164,Rohit Mishra,Vikas Pandey,Uttar Pradesh,Varanasi,Sadar,Madhopur,5767,899/5,Residential,2261,2024,27.243359,80.308632,LANDDOC-10164,2026-03-14 11:37:43,c7bcb8dbe06453e504946909340be7c009e0d8fbbf68545b254d850f0eb154cf,qr_codes\qr_164.png
165,Priya Singh,Arjun Singh,Uttar Pradesh,Gorakhpur,Sadar,Shivpur,4256,681/6,Agricultural,4578,2023,26.963322,81.950724,LANDDOC-10165,2026-03-14 11:37:43,56119c0cc68657bc664c205402df118676542d458856ad39e404471ee15df026,qr_codes\qr_165.png
166,Rahul Verma,Ankit Tiwari,Uttar Pradesh,Barabanki,Sadar,Basantpur,9925,802/7,Commercial,1872,2018,27.462289,81.486795,LANDDOC-10166,2026-03-14 11:37:43,b05f2d3df36e830bfc44516c0c7c6deb7c1533e6a980604624482da66b032f62,qr_codes\qr_166.png
167,Anjali Srivastava,Priya Singh,Uttar Pradesh,Sitapur,Phulpur,Madhopur,6317,765/9,Residential,1021,2024,25.895475,80.01685,LANDDOC-10167,2026-03-14 11:37:43,f85192d203ef40c1c8375f3a1e9647adbf56800479ff7c5f04c985bfdb81c182,qr_codes\qr_167.png
168,Nidhi Saxena,Rahul Verma,Uttar Pradesh,Varanasi,Bikapur,Kalyanpur,5035,787/5,Commercial,2559,2020,26.106422,81.885549,LANDDOC-10168,2026-03-14 11:37:43,1244506da7281b3f471902abc35be3fea33617b96c5b2390029488e617d6b6a0,qr_codes\qr_168.png
169,Ravi Shukla,Arjun Singh,Uttar Pradesh,Barabanki,Phulpur,Madhopur,3055,920/9,Commercial,587,2021,27.245665,80.006871,LANDDOC-10169,2026-03-14 11:37:43,c03c21e45572a4d8577e9d2deef2833b544ea2f850226b9ba8672f728fa0b6a7,qr_codes\qr_169.png
170,Anjali Srivastava,Arjun Singh,Uttar Pradesh,Kanpur,Malihabad,Shivpur,4950,161/2,Agricultural,2780,2016,26.248687,82.01336,LANDDOC-10170,2026-03-14 11:37:43,dd50f1926bb35d1f281cea3fb6da8cc8827353b94e784c8b9a0f1200b78f6990,qr_codes\qr_170.png
171,Deepak Yadav,Priya Singh,Uttar Pradesh,Barabanki,Meja,Rampur,9993,106/7,Commercial,4529,2017,25.721166,82.445261,LANDDOC-10171,2026-03-14 11:37:43,29b5f141511b9e5596486ea2951bbee60771541a3d9e8186d36b2b4f20d4907b,qr_codes\qr_171.png
172,Rohit Mishra,Sneha Dubey,Uttar Pradesh,Varanasi,Malihabad,Lakshmipur,2898,335/9,Agricultural,3977,2023,26.219706,80.624641,LANDDOC-10172,2026-03-14 11:37:43,607cdad471d59abb9bb0686188a32b0388874a26408ca3f614a8d34a6cd01813,qr_codes\qr_172.png
173,Rahul Verma,Saurabh Jain,Uttar Pradesh,Lucknow,Bikapur,Basantpur,4676,803/4,Agricultural,647,2023,26.469433,82.264684,LANDDOC-10173,2026-03-14 11:37:43,d6b7384702353e9d1dec25f27c5ae136033de2e440b32f294022edff013b91d1,qr_codes\qr_173.png
174,Amit Sharma,Vikas Pandey,Uttar Pradesh,Kanpur,Meja,Kalyanpur,5316,142/2,Commercial,1600,2024,25.849499,81.764387,LANDDOC-10174,2026-03-14 11:37:43,983b7b9ae5568d269df103adb2cbb2aa9b777ea447ae927c00496f60556b2236,qr_codes\qr_174.png
175,Nidhi Saxena,Ravi Shukla,Uttar Pradesh,Kanpur,Meja,Lakshmipur,3463,351/3,Residential,496,2018,26.741834,81.949517,LANDDOC-10175,2026-03-14 11:37:43,113596103c467a8ac39e7c80a7474909ca8a2781fe9c1c1c2e4268f1b68c84ab,qr_codes\qr_175.png
176,Vikas Pandey,Rahul Verma,Uttar Pradesh,Gorakhpur,Bikapur,Lakshmipur,1908,325/6,Agricultural,1926,2015,26.49737,79.918005,LANDDOC-10176,2026-03-14 11:37:43,72efdcabe6d33ec42e69e43f0aca4f79d397347ee96ece7943036fe4ddfa7d7b,qr_codes\qr_176.png
177,Rohit Mishra,Neha Gupta,Uttar Pradesh,Prayagraj,Malihabad,Basantpur,1653,556/5,Commercial,3816,2021,27.325425,79.649175,LANDDOC-10177,2026-03-14 11:37:43,27d5630acf885b8c8abd577c886372c80356eda5e602baf09b1771bb910defa5,qr_codes\qr_177.png
178,Amit Sharma,Rohit Mishra,Uttar Pradesh,Varanasi,Malihabad,Madhopur,4355,220/1,Agricultural,2947,2018,25.794648,82.186076,LANDDOC-10178,2026-03-14 11:37:43,1d5e5581815d4238d82f8de6cd88aff2ba64e05d1e9cd5e9362a299ae56191ba,qr_codes\qr_178.png
179,Vikas Pandey,Pooja Yadav,Uttar Pradesh,Varanasi,Malihabad,Kalyanpur,1197,964/7,Agricultural,1686,2015,25.598404,82.222698,LANDDOC-10179,2026-03-14 11:37:43,5d103454e4196133ab8422fb9a25d2b8e1b6a45cb3f0cc511bff07c363b5d765,qr_codes\qr_179.png
